Fund Holdings as of,"10/Mar/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"MBK","MBANK SA","Financials","Equity","180,904.90","0.01","180,904.90","2,310.00","78.31","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"956","CHINA SUNTIEN GREEN ENERGY CORP LT","Energy","Equity","180,114.03","0.01","180,114.03","296,000.00","0.61","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6185","CANSINO BIOLOGICS INC","Health Care","Equity","179,577.12","0.01","179,577.12","11,600.00","15.48","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1060","ALIBABA PICTURES GROUP LTD","Communication","Equity","178,968.63","0.01","178,968.63","2,000,000.00","0.09","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BGRIM.R","B.GRIMM POWER PCL NON-VOTING DR","Utilities","Equity","176,189.76","0.01","176,189.76","179,700.00","0.98","Thailand","Stock Exchange Of Thailand","THB"
"TAL","TAL EDUCATION GROUP ADR REPTG","Consumer Discretionary","Equity","175,728.80","0.01","175,728.80","72,020.00","2.44","China","New York Stock Exchange Inc.","USD"
"4001","ABDULLAH AL OTHAIM MARKETS","Consumer Staples","Equity","174,221.51","0.01","174,221.51","5,784.00","30.12","Saudi Arabia","Saudi Stock Exchange","SAR"
"1530","3SBIO INC","Health Care","Equity","172,668.93","0.01","172,668.93","234,500.00","0.74","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ICBP","INDOFOOD CBP SUKSES MAKMUR","Consumer Staples","Equity","172,046.74","0.01","172,046.74","317,010.00","0.54","Indonesia","Indonesia Stock Exchange","IDR"
"000120","CJ LOGISTICS CORP","Industrials","Equity","171,738.65","0.01","171,738.65","1,586.00","108.28","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ASELS.E","ASELSAN ELEKTRONIK SANAYI VE TICAR","Industrials","Equity","171,510.13","0.01","171,510.13","104,086.00","1.65","Turkey","Istanbul Stock Exchange","TRY"
"HAPSENG","HAP SENG CONSOLIDATED","Industrials","Equity","169,376.87","0.01","169,376.87","96,900.00","1.75","Malaysia","Bursa Malaysia","MYR"
"2013","WEIMOB INC","Information Technology","Equity","169,253.19","0.01","169,253.19","331,000.00","0.51","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MYR","MYR CASH","Cash and/or Derivatives","Cash","168,494.19","0.01","168,494.19","705,612.00","23.88","Malaysia","-","MYR"
"282330","BGF RETAIL LTD","Consumer Staples","Equity","168,361.49","0.01","168,361.49","1,220.00","138.00","Korea (South)","Korea Exchange (Stock Market)","KRW"
"3799","DALI FOODS GROUP LTD","Consumer Staples","Equity","166,926.88","0.01","166,926.88","328,091.00","0.51","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ELET6","CENTRAIS ELETR BRAS-ELETROBRAS SER","Utilities","Equity","166,569.81","0.01","166,569.81","24,599.00","6.77","Brazil","XBSP","BRL"
"012750","S-1 CORP","Industrials","Equity","165,182.33","0.01","165,182.33","2,988.00","55.28","Korea (South)","Korea Exchange (Stock Market)","KRW"
"900932","SHANGHAI LUJIAZUI FINANCE & TRADE","Real Estate","Equity","163,863.61","0.01","163,863.61","180,268.00","0.91","China","Shanghai Stock Exchange","USD"
"1030","SEAZEN GROUP LTD","Real Estate","Equity","162,129.39","0.01","162,129.39","366,553.00","0.44","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"IQ","IQIYI ADS REPRESENTING INC","Communication","Equity","161,822.52","0.01","161,822.52","50,412.00","3.21","China","NASDAQ","USD"
"BRKM5","BRASKEM PREF SERIES A SA","Materials","Equity","161,172.86","0.01","161,172.86","17,431.00","9.25","Brazil","XBSP","BRL"
"CBG.R","CARABAO GROUP PCL SHS NON-VOTING D","Consumer Staples","Equity","160,012.07","0.01","160,012.07","52,000.00","3.08","Thailand","Stock Exchange Of Thailand","THB"
"3808","SINOTRUK (HONG KONG) LTD","Industrials","Equity","158,516.29","0.01","158,516.29","107,082.00","1.48","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"4220","EMAAR THE ECONOMIC CITY","Real Estate","Equity","157,648.78","0.01","157,648.78","48,477.00","3.25","Saudi Arabia","Saudi Stock Exchange","SAR"
"002790","AMOREG","Consumer Staples","Equity","157,147.00","0.01","157,147.00","4,098.00","38.35","Korea (South)","Korea Exchange (Stock Market)","KRW"
"MPI","METRO PACIFIC INV CORP","Financials","Equity","156,180.05","0.01","156,180.05","2,201,400.00","0.07","Philippines","Philippine Stock Exchange Inc.","PHP"
"QAR","QAR CASH","Cash and/or Derivatives","Cash","154,017.31","0.01","154,017.31","560,893.00","27.46","Qatar","-","QAR"
"GGRM","GUDANG GARAM","Consumer Staples","Equity","153,623.95","0.01","153,623.95","70,200.00","2.19","Indonesia","Indonesia Stock Exchange","IDR"
"MONDE","MONDE NISSIN CORP","Consumer Staples","Equity","152,178.71","0.01","152,178.71","555,000.00","0.27","Philippines","Philippine Stock Exchange Inc.","PHP"
"1157","ZOOMLION HEAVY INDUSTRY SCIENCE AN","Industrials","Equity","151,228.49","0.01","151,228.49","260,000.00","0.58","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"001040","CJ CORP","Industrials","Equity","149,658.78","0.01","149,658.78","2,292.00","65.30","Korea (South)","Korea Exchange (Stock Market)","KRW"
"006280","GREEN CROSS(SOUTH KOREA) CORP","Health Care","Equity","149,083.66","0.01","149,083.66","974.00","153.06","Korea (South)","Korea Exchange (Stock Market)","KRW"
"EGIE3","ENGIE BRASIL ENERGIA SA","Utilities","Equity","148,684.21","0.01","148,684.21","18,802.00","7.91","Brazil","XBSP","BRL"
"F&N","FRASER & NEAVE HOLDINGS","Consumer Staples","Equity","147,503.07","0.01","147,503.07","27,900.00","5.29","Malaysia","Bursa Malaysia","MYR"
"ZAR","ZAR CASH","Cash and/or Derivatives","Cash","146,485.47","0.01","146,485.47","2,206,254.00","6.64","South Africa","-","ZAR"
"CRFB3","ATACADAO CARREFOUR SA","Consumer Staples","Equity","144,205.25","0.01","144,205.25","37,312.00","3.86","Brazil","XBSP","BRL"
"NOAH","NOAH HOLDINGS ADR REPRESENTING .5","Financials","Equity","143,324.28","0.01","143,324.28","6,387.00","22.44","China","New York Stock Exchange Inc.","USD"
"GTCAP","GT CAPITAL HOLDINGS INC","Industrials","Equity","142,642.73","0.01","142,642.73","13,905.00","10.26","Philippines","Philippine Stock Exchange Inc.","PHP"
"1055","CHINA SOUTHERN AIRLINES LTD H","Industrials","Equity","141,494.71","0.01","141,494.71","249,292.00","0.57","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"136","CHINA RUYI HOLDINGS LTD","Consumer Discretionary","Equity","141,257.38","0.01","141,257.38","500,000.00","0.28","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3319","A-LIVING SERVICES LTD H","Real Estate","Equity","139,902.33","0.01","139,902.33","95,000.00","1.47","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"138040","MERITZ FINANCIAL GROUP INC","Financials","Equity","136,783.02","0.01","136,783.02","5,325.00","25.69","Korea (South)","Korea Exchange (Stock Market)","KRW"
"MEGACPO","MEGACABLE HOLDINGS CPO","Communication","Equity","135,732.21","0.01","135,732.21","46,620.00","2.91","Mexico","Bolsa Mexicana De Valores","MXN"
"909","MING YUAN CLOUD GROUP HOLDINGS LTD","Information Technology","Equity","132,549.28","0.01","132,549.28","104,000.00","1.27","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"493","GOME RETAIL HOLDINGS LTD","Consumer Discretionary","Equity","132,542.89","0.01","132,542.89","2,033,000.00","0.07","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ISCTR.E","TURKIYE IS BANKASI C","Financials","Equity","129,602.67","0.01","129,602.67","237,418.00","0.55","Turkey","Istanbul Stock Exchange","TRY"
"023530","LOTTE SHOPPING LTD","Consumer Discretionary","Equity","129,043.76","0.01","129,043.76","1,843.00","70.02","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ENGI11","ENERGISA UNITS SA","Utilities","Equity","127,477.13","0.01","127,477.13","14,994.00","8.50","Brazil","XBSP","BRL"
"IMAB","I MAB ADR","Health Care","Equity","125,102.60","0.01","125,102.60","6,755.00","18.52","China","NASDAQ","USD"
"TWD","TWD CASH","Cash and/or Derivatives","Cash","124,842.86","0.01","124,842.86","3,539,170.00","3.53","Taiwan","-","TWD"
"1516","SUNAC SERVICES HOLDINGS LTD","Real Estate","Equity","124,454.78","0.01","124,454.78","183,000.00","0.68","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3331","VINDA INTERNATIONAL LTD","Consumer Staples","Equity","123,871.86","0.01","123,871.86","51,000.00","2.43","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","121,503.39","0.01","121,503.39","92,549.00","131.29","United Kingdom","-","GBP"
"051905","LG HOUSEHOLD & HEALTH CARE PREF LT","Consumer Staples","Equity","119,584.78","0.01","119,584.78","288.00","415.22","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ENELCHILE","ENEL CHILE SA","Utilities","Equity","116,861.76","0.01","116,861.76","4,153,567.00","0.03","Chile","Santiago Stock Exchange","CLP"
"813","SHIMAO GROUP HOLDINGS LTD","Real Estate","Equity","115,718.56","0.01","115,718.56","214,000.00","0.54","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6808","SUN ART RETAIL GROUP LTD","Consumer Staples","Equity","115,299.80","0.01","115,299.80","348,241.00","0.33","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1964717D","MOTHERSON SUMI WIRING INDIA LTD","Consumer Discretionary","Equity","112,844.88","0.01","112,844.88","216,076.00","0.52","India","National Stock Exchange Of India","INR"
"2002","NATIONAL PETROCHEMICAL PETROCHEM","Materials","Equity","112,276.53","0.01","112,276.53","9,117.00","12.32","Saudi Arabia","Saudi Stock Exchange","SAR"
"2777","GUANGZHOU R&F PROPERTIES LTD H","Real Estate","Equity","111,358.88","0.01","111,358.88","274,800.00","0.41","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CD","CHINDATA GROUP HOLDING ADR REPRESE","Information Technology","Equity","110,209.61","0.01","110,209.61","19,369.00","5.69","China","NASDAQ","USD"
"2314","LEE & MAN PAPER MANUFACTURING LTD","Materials","Equity","108,945.87","0.01","108,945.87","201,000.00","0.54","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PLN","PLN CASH","Cash and/or Derivatives","Cash","108,714.72","0.01","108,714.72","471,431.00","23.06","Poland","-","PLN"
"839","CHINA EDUCATION GROUP HOLDINGS LTD","Consumer Discretionary","Equity","106,767.57","0.01","106,767.57","144,000.00","0.74","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BIDI11","BANCO INTER UNT SA","Financials","Equity","105,706.39","0.01","105,706.39","30,300.00","3.49","Brazil","XBSP","BRL"
"DIDI","DIDI GLOBAL ADR REPRESENTING INC","Industrials","Equity","104,661.70","0.01","104,661.70","30,965.00","3.38","China","New York Stock Exchange Inc.","USD"
"KC","KINGSOFT CLOUD HOLDINGS ADR REPRES","Information Technology","Equity","99,154.89","0.01","99,154.89","18,061.00","5.49","China","NASDAQ","USD"
"8010","THE COOPERATIVE INSURANCE","Financials","Equity","97,592.11","0.01","97,592.11","4,718.00","20.69","Saudi Arabia","Saudi Stock Exchange","SAR"
"873","SHIMAO SERVICES HOLDINGS LTD","Real Estate","Equity","97,517.45","0.01","97,517.45","163,000.00","0.60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"STGT.R","SRI TRANG GLOVES (THAILAND) PCL NO","Health Care","Equity","96,547.55","0.01","96,547.55","131,700.00","0.73","Thailand","Stock Exchange Of Thailand","THB"
"1238","POWERLONG REAL ESTATE HOLDINGS LTD","Real Estate","Equity","92,526.78","0.01","92,526.78","220,000.00","0.42","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9926","AKESO INC","Health Care","Equity","90,506.99","0.01","90,506.99","40,000.00","2.26","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3333","CHINA EVERGRANDE GROUP","Real Estate","Equity","85,723.30","0.01","85,723.30","453,094.00","0.19","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1813","KWG GROUP HOLDINGS LTD","Real Estate","Equity","85,636.49","0.01","85,636.49","231,000.00","0.37","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3383","AGILE GROUP HOLDINGS LTD","Real Estate","Equity","84,677.73","0.01","84,677.73","180,000.00","0.47","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ALPA4","SAO PAULO ALPARGATAS PREF SA","Consumer Discretionary","Equity","81,681.37","0.01","81,681.37","17,600.00","4.64","Brazil","XBSP","BRL"
"9668","CHINA BOHAI BANK LTD H H","Financials","Equity","77,102.24","0.01","77,102.24","569,000.00","0.14","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"EAST","EASTERN CO.","Consumer Staples","Equity","73,749.97","0.01","73,749.97","105,881.00","0.70","Egypt","Egyptian Exchange","EGP"
"DADA","DADA NEXUS ADS REPRESENTING LTD","Consumer Discretionary","Equity","73,414.00","0.01","73,414.00","10,340.00","7.10","China","NASDAQ","USD"
"MXN","MXN CASH","Cash and/or Derivatives","Cash","72,133.11","0.01","72,133.11","1,512,054.00","4.77","Mexico","-","MXN"
"2500","VENUS MEDTECH HANGZHOU INC H","Health Care","Equity","68,374.96","0.01","68,374.96","31,500.00","2.17","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"336","HUABAO INTERNATIONAL HOLDINGS LTD","Materials","Equity","67,212.95","0.01","67,212.95","138,000.00","0.49","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"INR","INR CASH","Cash and/or Derivatives","Cash","65,070.14","0.01","65,070.14","4,965,177.00","1.31","India","-","INR"
"PHP","PHP CASH","Cash and/or Derivatives","Cash","64,112.86","0.01","64,112.86","3,343,646.00","1.92","Philippines","-","PHP"
"3380","LOGAN GROUP COMPANY LTD","Real Estate","Equity","52,306.50","0.00","52,306.50","218,809.00","0.24","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BCPR","HAPVIDA REDEEMABLE PREF","Health Care","Equity","46,210.74","0.00","46,210.74","51,288.00","0.90","Brazil","XBSP","BRL"
"FWRY","FAWRY FOR BANKING TECHNOLOGY AND E","Information Technology","Equity","41,172.48","0.00","41,172.48","70,495.00","0.58","Egypt","Egyptian Exchange","EGP"
"HKD","HKD CASH","Cash and/or Derivatives","Cash","40,986.89","0.00","40,986.89","320,624.00","12.78","Hong Kong","-","HKD"
"HUF","HUF CASH","Cash and/or Derivatives","Cash","33,543.08","0.00","33,543.08","11,579,269.00","0.29","Hungary","-","HUF"
"TRY","TRY CASH","Cash and/or Derivatives","Cash","26,902.33","0.00","26,902.33","398,693.00","6.75","Turkey","-","TRY"
"1986597","SAMSUNG BIOLOGICS CO LTD RIGHTS","Health Care","Equity","23,446.37","0.00","23,446.37","187.00","125.38","Korea (South)","Korea Exchange (Stock Market)","KRW"
"CLP","CLP CASH","Cash and/or Derivatives","Cash","23,117.37","0.00","23,117.37","18,626,819.00","0.12","Chile","-","CLP"
"CZK","CZK CASH","Cash and/or Derivatives","Cash","16,420.51","0.00","16,420.51","374,795.00","4.38","Czech Republic","-","CZK"
"816","CHINA JINMAO HOLDINGS GROUP LTD","Real Estate","Equity","10,908.09","0.00","10,908.09","14,712.00","0.74","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AMER9","AMERICANAS RIGHTS SA","Consumer Discretionary","Equity","9,646.28","0.00","9,646.28","1,624.00","5.94","Brazil","XBSP","BRL"
"SAR","SAR CASH(COMMITTED)","Cash and/or Derivatives","Cash","8,854.72","0.00","8,854.72","33,218.00","26.66","Saudi Arabia","-","SAR"
"EGP","EGP CASH","Cash and/or Derivatives","Cash","4,286.38","0.00","4,286.38","67,446.00","6.36","Egypt","-","EGP"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","1,300.56","0.00","1,300.56","1,180.00","110.19","European Union","-","EUR"
"MBT","MOBILE TELESYSTEMS PUBLIC JOINT AD","Communication","Equity","765.34","0.00","765.34","76,534.00","0.01","Russian Federation","New York Stock Exchange Inc.","USD"
"MGNT","MAGNIT PJSC SPONSORED RUSSIA RU DR","Consumer Staples","Equity","551.30","0.00","551.30","55,130.00","0.01","Russian Federation","London Stock Exchange","USD"
"IRAO","INTER RAO EES","Utilities","Equity","504.93","0.00","504.93","6,614,591.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"COP","COP CASH","Cash and/or Derivatives","Cash","335.52","0.00","335.52","1,269,140.00","0.03","Colombia","-","COP"
"IDR","IDR CASH","Cash and/or Derivatives","Cash","358.17","0.00","358.17","5,114,725.00","0.01","Indonesia","-","IDR"
"PHOR","PJSC PHOSAGRO GDR","Materials","Equity","232.01","0.00","232.01","23,201.00","0.01","Russian Federation","London Stock Exchange","USD"
"FFGRP","FOLLI FOLLIE S.A. SA","Consumer Discretionary","Equity","67.23","0.00","67.23","6,102.00","0.01","Greece","Athens Exchange S.A. Cash Market","EUR"
"NVTK","PAO NOVATEK GDR","Energy","Equity","157.27","0.00","157.27","15,727.00","0.01","Russian Federation","London Stock Exchange","USD"
"SBER","SBERBANK ROSSII","Financials","Equity","140.50","0.00","140.50","1,840,490.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"SNGSP","SURGUTNEFTEGAZ PREF","Energy","Equity","84.54","0.00","84.54","1,107,431.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"SNGS","SURGUTNEFTEGAZ","Energy","Equity","97.18","0.00","97.18","1,273,098.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"GAZP","GAZPROM","Energy","Equity","154.67","0.00","154.67","2,026,136.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"CNH","CNH CASH","Cash and/or Derivatives","Cash","132.66","0.00","132.66","839.00","15.80","China","-","CNH"
"FIVE","X5 RETAIL GROUP GDR NV","Consumer Staples","Equity","1.67","0.00","1.67","21,821.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"-","China Common Rich Renewable Energy","Information Technology","Equity","0.12","0.00","0.12","93,300.00","0.00","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6863","CHINA HUISHAN DAIRY HOLDINGS COMPA","Consumer Staples","Equity","0.47","0.00","0.47","370,536.00","0.00","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TCSG","TCS GROUP HOLDING REPR CLASS A RE","Financials","Equity","1.57","0.00","1.57","20,620.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"RUAL","UNITED COMPANY RUSAL","Materials","Equity","38.53","0.00","38.53","504,790.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"RUB","RUB CASH","Cash and/or Derivatives","Cash","23.93","0.00","23.93","3,135.00","0.76","Russian Federation","-","RUB"
"NLMK","NOVOLIPETSK STEEL","Materials","Equity","19.41","0.00","19.41","254,308.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"ALRS","AK ALROSA","Materials","Equity","33.34","0.00","33.34","436,748.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"MOEX","MOSCOW EXCHANGE","Financials","Equity","16.93","0.00","16.93","221,764.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"POLY","POLYMETAL INTERNATIONAL PLC","Materials","Equity","4.22","0.00","4.22","55,331.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"YNDX","YANDEX NV CLASS A","Communication","Equity","4.00","0.00","4.00","52,343.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"VKCO","VK COMPANY REG S GDR LTD","Communication","Equity","1.56","0.00","1.56","20,397.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"MESM2","MSCI EMER MKT INDEX (ICE) JUN 22","Cash and/or Derivatives","Futures","0.00","0.00","4,877,100.00","90.00","1,083.80","-","Ice Futures U.S.","USD"
"OZON","OZON HOLDINGS ADR PLC","Consumer Discretionary","Equity","0.69","0.00","0.69","9,051.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"USD","USD/INR","Cash and/or Derivatives","FX","4.86","0.00","4.86","29,682.00","0.01","India","-","INR"
"TATN","TATNEFT","Energy","Equity","18.27","0.00","18.27","239,387.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"LKOH","NK LUKOIL","Energy","Equity","5.43","0.00","5.43","71,160.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"CHMF","SEVERSTAL","Materials","Equity","2.78","0.00","2.78","36,457.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"PLZL","POLYUS","Materials","Equity","0.44","0.00","0.44","5,811.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"ROSN","NK ROSNEFT","Energy","Equity","14.94","0.00","14.94","195,714.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"GMKN","GMK NORILSKIY NIKEL","Materials","Equity","0.83","0.00","0.83","10,894.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"VTBR","BANK VTB","Financials","Equity","33.93","0.00","33.93","444,453,769.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
 
